assetId,sourceKey,kind,mediaType,byteSize,sha256,duplicateGroup,language,altTextStatus,captionStatus,transcriptStatus,sourceType,sourceReference,rightsStatus,rightsEvidence,recommendedDisposition,reviewReasonCode,futureObjectKeyHint
mig003-unknown-1b881ef4d42e0b66,microservices/monitoring/prometheus/prometheus.yml,unknown,application/octet-stream,1642,1b881ef4d42e0b669af0e7a3afd69bf1e833658ed26c54589b4185deb86b2e8c,dg-000070,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/1b881ef4d42e0b66.yml
mig003-unknown-a923f38272591133,microservices/postgres/init.sql,unknown,application/octet-stream,4336,a923f382725911335cba80432812ba43591950f80c20283b4feee7b13c176723,dg-000071,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/a923f38272591133.sql
mig003-unknown-d0b010e57d1b0b04,microservices/README_NEW.md,unknown,application/octet-stream,5545,d0b010e57d1b0b049ddc8237716382e1dc6d49f57b93587be99fe338f1c12db1,dg-000072,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/d0b010e57d1b0b04.md
mig003-unknown-879fe9511799c310,microservices/scripts/deploy.sh,unknown,application/octet-stream,485,879fe9511799c310b87e5e13bdcda28c64f3c30e84504e3bf1641a131f7d05c1,dg-000073,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/879fe9511799c310.sh
mig003-unknown-5ebae47dd5a12929,microservices/scripts/migrate.sh,unknown,application/octet-stream,415,5ebae47dd5a129293a2b3b5056fe21d0e212058d5eb6a84bf57053fb53ee39f3,dg-000074,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/5ebae47dd5a12929.sh
mig003-unknown-83185ca95f367492,microservices/services/course-service/Dockerfile,unknown,application/octet-stream,163,83185ca95f3674922115f71cabf5cd36e6a2270429819d4bdfd8be1a32ab1ba8,dg-000075,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/83185ca95f367492.bin
mig003-unknown-484a53ec3ef30163,microservices/services/course-service/package.json,unknown,application/octet-stream,351,484a53ec3ef30163b39791c2f6b8b023d58fa8df38ce347f6e2e4e763aac7bf7,dg-000076,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/484a53ec3ef30163.json
mig003-unknown-eb87307a05be8b42,microservices/services/user-service/Dockerfile,unknown,application/octet-stream,163,eb87307a05be8b42ef82b090517a3e3924112800eb2a87fdd9e957b1726ab8aa,dg-000077,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/eb87307a05be8b42.bin
mig003-unknown-e4c22b896d3ae345,microservices/services/user-service/package.json,unknown,application/octet-stream,380,e4c22b896d3ae34536aca4d3f454afd09aa89906a712fbbd61b473224374db0b,dg-000078,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/e4c22b896d3ae345.json
mig003-unknown-d8cc2f3a13fd826c,opencode.json,unknown,application/octet-stream,90,d8cc2f3a13fd826c883c2923ae68eebfd37b49ea6ad949fb8dab019e45ae7c4f,dg-000079,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/d8cc2f3a13fd826c.json
mig003-unknown-11ecc4ed5ba6b58d,package-lock.json,unknown,application/octet-stream,62063,11ecc4ed5ba6b58d0c9fae0845a98123781edf0944b293c70ec3a91d0f1ba49c,dg-000080,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/11ecc4ed5ba6b58d.json
mig003-unknown-8688ad3517d2f7e7,package.json,unknown,application/octet-stream,602,8688ad3517d2f7e7702cb6ae5708f016f460cc050b48d48cea5d1fc4e550cfc4,dg-000081,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/8688ad3517d2f7e7.json
mig003-unknown-8f51f942e89e558d,plan/upgrade-roadmap.md,unknown,application/octet-stream,2534,8f51f942e89e558d4de305582a621c57f0b4c8dcd52f9c6505b5db0f1e46d15c,dg-000082,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/8f51f942e89e558d.md
mig003-unknown-c66c48bcc2e3ba75,platform-internal.html,unknown,application/octet-stream,34118,c66c48bcc2e3ba7525151729e4058b00713f906ef8dab4b3af40397777dd51be,dg-000083,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/c66c48bcc2e3ba75.html
mig003-unknown-eaf12935744f1727,premium-purchase.html,unknown,application/octet-stream,25492,eaf12935744f1727708f33d77ceeb6a28f7bc8b64442226c0fe1f84e3cbebf84,dg-000084,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/eaf12935744f1727.html
mig003-unknown-1261876c9d73a093,pricing.html,unknown,application/octet-stream,32630,1261876c9d73a0937c2186edb2816c2e0d86bca4d2278bdbc80fd9376e57ae3f,dg-000085,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/1261876c9d73a093.html
mig003-unknown-52a051915065f3da,professional-purchase.html,unknown,application/octet-stream,31736,52a051915065f3da48469d0a3d1d2fbe2623fa5013dfb9796a508bba2368c464,dg-000086,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/52a051915065f3da.html
mig003-unknown-f078d676966f6193,public/css/yx-design-upgrade.css,unknown,application/octet-stream,24547,f078d676966f61936672fd594e614907454809520d2bf4e855ab3db85ecc1fd9,dg-000087,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/f078d676966f6193.css
mig003-unknown-c6fe140289f4d7b0,public/js/course.js,unknown,application/octet-stream,5034,c6fe140289f4d7b0c2eb010dba19ab52c281f995bd069d013f6f17385d3e255a,dg-000088,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/c6fe140289f4d7b0.js
mig003-unknown-250aac4c674413bf,public/js/site-polish.js,unknown,application/octet-stream,10222,250aac4c674413bfea41f195e7432c6d9185e8b856b4e04fecdc49e34c26319f,dg-000089,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/250aac4c674413bf.js
mig003-unknown-f26ca49908695f5e,public/js/translate.js,unknown,application/octet-stream,16865,f26ca49908695f5e77449793b9eee3c27dd3d89c35ec9018689c3227869c6013,dg-000090,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/f26ca49908695f5e.js
mig003-document-fad1a90510a5a471,public/subtitles/sample_bo.vtt,document,text/vtt,1091,fad1a90510a5a471f61b273637d04eba2c65056909af81ce76bd760563b37290,dg-000091,bo,N/A,N/A,N/A,internal-subtitle,internal-subtitle,APPROVED,Shipped as part of the internal application asset bundle.,MIGRATE,,mig003/document/bo/fad1a90510a5a471.vtt
mig003-document-6c7a33fefc90d518,public/subtitles/sample_zh.vtt,document,text/vtt,314,6c7a33fefc90d51834d54d20d21b18279e963ec7b4647656881e74a10305222b,dg-000092,zh,N/A,N/A,N/A,internal-subtitle,internal-subtitle,APPROVED,Shipped as part of the internal application asset bundle.,MIGRATE,,mig003/document/zh/6c7a33fefc90d518.vtt
mig003-unknown-7e3b9fcf6d6eff29,README.md,unknown,application/octet-stream,1146,7e3b9fcf6d6eff29e029980587f8c9a45cc538f471bc93a562515f081ddf8db5,dg-000093,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/7e3b9fcf6d6eff29.md
mig003-unknown-d3df711b55b3108c,server.js,unknown,application/octet-stream,43577,d3df711b55b3108c035be0daa7d407ea300532b5b5b75d855f0c6eed97bca603,dg-000094,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/d3df711b55b3108c.js
mig003-unknown-84617fbbd5ec2a3b,student-dashboard.html,unknown,application/octet-stream,36219,84617fbbd5ec2a3b71ef2aeac6aea5721b1de9c3acb3377445ca1f03d6b18adf,dg-000095,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/84617fbbd5ec2a3b.html
mig003-unknown-64ab7196398015d6,student-management.html,unknown,application/octet-stream,39869,64ab7196398015d679fb5ff5d7c645582ae89656db1db397f6b3e6a5c98181fe,dg-000096,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/64ab7196398015d6.html
mig003-unknown-007d595083afd326,student-profile.html,unknown,application/octet-stream,51167,007d595083afd32610e3ac282988abfab421aaeba4b21dd97f82f7509d2cac7b,dg-000097,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/007d595083afd326.html
mig003-unknown-edc4cf80014eeeaf,teacher-dashboard.html,unknown,application/octet-stream,46952,edc4cf80014eeeafb141144c435f8cbfbab5f9448d1444072743cf4c0965a356,dg-000098,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/edc4cf80014eeeaf.html
mig003-document-466e84debc0eb224,tools/translation/chinese-texts.txt,document,application/octet-stream,6838,466e84debc0eb224ba1e9d8f62eeb50fe09d3ee9701fb301ef080e5abbb48afe,dg-000099,zh,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Legacy document without attached license or ownership evidence.,REVIEW,missing-rights,mig003/document/zh/466e84debc0eb224.txt
mig003-unknown-101107a79e6fc0e6,tools/translation/extract-chinese.js,unknown,application/octet-stream,2149,101107a79e6fc0e666ee034880a9c7c48f9a06ecce802f7c14aca7c2b740de3b,dg-000100,zh,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/zh/101107a79e6fc0e6.js
mig003-unknown-b66add35a9fb0d05,tools/translation/instruction.m,unknown,application/octet-stream,127737,b66add35a9fb0d0543e7264358a71f194af7b00971c7213d55a504093b543caa,dg-000101,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/b66add35a9fb0d05.m
mig003-unknown-53e408e82086c936,tools/translation/translate-to-tibetan.js,unknown,application/octet-stream,31818,53e408e82086c93646675f76d501e5ba17a890280f10a53c8fc49b2c453f7f20,dg-000102,bo,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/bo/53e408e82086c936.js
mig003-unknown-2fd374d54d5fe8e6,tools/translation/网页国语翻译西藏语.m,unknown,application/octet-stream,31172,2fd374d54d5fe8e68d0c8da73bbd4061d21643de8da9b6d3325f1c7356a29526,dg-000103,bo,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/bo/2fd374d54d5fe8e6.m
mig003-image-b3647c374ef73a46,uploads/attachments/1783481104967_s63h1s6f.png,image,image/png,58514,b3647c374ef73a46031d9a70321c077e775bf92dbf89ee3fa0106ae930e705a9,dg-000024,unknown,PRESENT,N/A,N/A,user-upload-attachment,user-upload-attachment,UNKNOWN,User-uploaded content without recorded provenance or consent evidence.,DUPLICATE,missing-rights,mig003/image/unknown/b3647c374ef73a46.png
mig003-image-01e9f8ea9268bb3b,uploads/covers/1783493149128_rbfb3b7o.png,image,image/png,519029,01e9f8ea9268bb3b0ad8407ec505e86c617067ef3698797964ef96d1c188b067,dg-000104,unknown,PRESENT,N/A,N/A,user-upload-cover,user-upload-cover,UNKNOWN,User-uploaded content without recorded provenance or consent evidence.,REVIEW,missing-rights,mig003/image/unknown/01e9f8ea9268bb3b.png
mig003-unknown-bc3a45b7969bc26c,video-player.html,unknown,application/octet-stream,60933,bc3a45b7969bc26cfd23bb62cb1ec504bacca8b81dab6e2c2d820511d19113c2,dg-000105,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/bc3a45b7969bc26c.html
mig003-unknown-f44aac99d8b660fb,volunteer-dashboard.html,unknown,application/octet-stream,38498,f44aac99d8b660fbded09e2ef9053dc48c597011879384bc3a5e7c426fd7206a,dg-000106,unknown,N/A,N/A,N/A,unknown,unknown,UNKNOWN,Cannot identify media kind or MIME type from extension and magic bytes.,REVIEW,unsupported-format,mig003/unknown/unknown/f44aac99d8b660fb.html
